projID,projectName,metricName,reportingMonth,totalVolume,achieveVolume,metricPerformance
cec,Career Education Corporation,Web Service Level,4/1/2015,699,872,0.80
cec,Career Education Corporation,Web Service Level,5/1/2015,554,844,0.66
cec,Career Education Corporation,Web Service Level,6/1/2015,588,790,0.74
cec,Career Education Corporation,Web Service Level,7/1/2015,299,945,0.32
cec,Career Education Corporation,Web Service Level,8/1/2015,160,364,0.44
cec,Career Education Corporation,Web Service Level,9/1/2015,946,972,0.97
cec,Career Education Corporation,Web Service Level,10/1/2015,348,978,0.36
cec,Career Education Corporation,Web Service Level,11/1/2015,697,742,0.94
cec,Career Education Corporation,Web Service Level,12/1/2015,304,656,0.46
cec,Career Education Corporation,Web Service Level,1/1/2016,882,928,0.95
cec,Career Education Corporation,Web Service Level,2/1/2016,482,714,0.68
cec,Career Education Corporation,Web Service Level,3/1/2016,422,546,0.77
cec,Career Education Corporation,Web Service Level,4/1/2016,97,141,0.69
cec,Career Education Corporation,Web Service Level,5/1/2016,214,955,0.22
cec,Career Education Corporation,Web Service Level,6/1/2016,844,914,0.92
cec,Career Education Corporation,Web Service Level,7/1/2016,624,715,0.87
cec,Career Education Corporation,Web Service Level,8/1/2016,358,736,0.49
covance,Covance,Abandon Rate,1/1/2015,842,975,0.86
covance,Covance,Abandon Rate,2/1/2015,66,846,0.08
covance,Covance,Abandon Rate,3/1/2015,648,900,0.72
covance,Covance,Abandon Rate,4/1/2015,666,965,0.69
covance,Covance,Abandon Rate,5/1/2015,623,678,0.92
covance,Covance,Abandon Rate,6/1/2015,68,120,0.57
covance,Covance,Abandon Rate,7/1/2015,588,857,0.69
covance,Covance,Abandon Rate,8/1/2015,913,942,0.97
covance,Covance,Abandon Rate,9/1/2015,679,876,0.78
covance,Covance,Abandon Rate,10/1/2015,877,974,0.90
covance,Covance,Abandon Rate,11/1/2015,911,929,0.98
covance,Covance,Abandon Rate,12/1/2015,588,846,0.70
covance,Covance,Abandon Rate,1/1/2016,10,656,0.02
covance,Covance,Abandon Rate,2/1/2016,10,875,0.01
covance,Covance,Abandon Rate,3/1/2016,237,534,0.44
covance,Covance,Abandon Rate,4/1/2016,557,828,0.67
covance,Covance,Abandon Rate,5/1/2016,71,165,0.43
covance,Covance,Abandon Rate,6/1/2016,896,918,0.98
covance,Covance,Abandon Rate,7/1/2016,300,540,0.56
covance,Covance,Abandon Rate,8/1/2016,148,401,0.37
covance,Covance,Average Handle Time,1/1/2015,337,449,393.00
covance,Covance,Average Handle Time,2/1/2015,617,865,741.00
covance,Covance,Average Handle Time,3/1/2015,492,746,619.00
covance,Covance,Average Handle Time,4/1/2015,872,877,874.50
covance,Covance,Average Handle Time,5/1/2015,438,782,610.00
covance,Covance,Average Handle Time,6/1/2015,710,875,792.50
covance,Covance,Average Handle Time,7/1/2015,622,670,646.00
covance,Covance,Average Handle Time,8/1/2015,92,836,464.00
covance,Covance,Average Handle Time,9/1/2015,983,990,986.50
covance,Covance,Average Handle Time,10/1/2015,662,902,782.00
covance,Covance,Average Handle Time,11/1/2015,81,834,457.50
covance,Covance,Average Handle Time,12/1/2015,468,952,710.00
covance,Covance,Average Handle Time,1/1/2016,799,957,878.00
covance,Covance,Average Handle Time,2/1/2016,120,779,449.50
covance,Covance,Average Handle Time,3/1/2016,648,967,807.50
covance,Covance,Average Handle Time,4/1/2016,761,923,842.00
covance,Covance,Average Handle Time,5/1/2016,505,812,658.50
covance,Covance,Average Handle Time,6/1/2016,204,580,392.00
covance,Covance,Average Handle Time,7/1/2016,451,661,556.00
covance,Covance,Average Handle Time,8/1/2016,844,933,888.50
covance,Covance,Average Hold Time,1/1/2015,975,995,985.00
covance,Covance,Average Hold Time,2/1/2015,359,639,499.00
covance,Covance,Average Hold Time,3/1/2015,831,833,832.00
covance,Covance,Average Hold Time,4/1/2015,824,952,888.00
covance,Covance,Average Hold Time,5/1/2015,718,826,772.00
covance,Covance,Average Hold Time,6/1/2015,628,810,719.00
covance,Covance,Average Hold Time,7/1/2015,6,99,52.50
covance,Covance,Average Hold Time,8/1/2015,31,189,110.00
covance,Covance,Average Hold Time,9/1/2015,106,907,506.50
covance,Covance,Average Hold Time,10/1/2015,421,895,658.00
covance,Covance,Average Hold Time,11/1/2015,68,666,367.00
covance,Covance,Average Hold Time,12/1/2015,561,902,731.50
covance,Covance,Average Hold Time,1/1/2016,193,911,552.00
covance,Covance,Average Hold Time,2/1/2016,318,664,491.00
covance,Covance,Average Hold Time,3/1/2016,75,494,284.50
covance,Covance,Average Hold Time,4/1/2016,715,996,855.50
covance,Covance,Average Hold Time,5/1/2016,5,869,437.00
covance,Covance,Average Hold Time,6/1/2016,747,953,850.00
covance,Covance,Average Hold Time,7/1/2016,412,542,477.00
covance,Covance,Average Hold Time,8/1/2016,293,844,568.50
covance,Covance,Average Speed to Answer,1/1/2015,849,904,876.50
covance,Covance,Average Speed to Answer,2/1/2015,855,986,920.50
covance,Covance,Average Speed to Answer,3/1/2015,226,908,567.00
covance,Covance,Average Speed to Answer,4/1/2015,805,971,888.00
covance,Covance,Average Speed to Answer,5/1/2015,316,498,407.00
covance,Covance,Average Speed to Answer,6/1/2015,31,893,462.00
covance,Covance,Average Speed to Answer,7/1/2015,660,805,732.50
covance,Covance,Average Speed to Answer,8/1/2015,137,622,379.50
covance,Covance,Average Speed to Answer,9/1/2015,429,664,546.50
covance,Covance,Average Speed to Answer,10/1/2015,591,863,727.00
covance,Covance,Average Speed to Answer,11/1/2015,878,905,891.50
covance,Covance,Average Speed to Answer,12/1/2015,424,438,431.00
covance,Covance,Average Speed to Answer,1/1/2016,269,932,600.50
covance,Covance,Average Speed to Answer,2/1/2016,635,867,751.00
covance,Covance,Average Speed to Answer,3/1/2016,452,550,501.00
covance,Covance,Average Speed to Answer,4/1/2016,485,980,732.50
covance,Covance,Average Speed to Answer,5/1/2016,261,265,263.00
covance,Covance,Average Speed to Answer,6/1/2016,647,865,756.00
covance,Covance,Average Speed to Answer,7/1/2016,938,966,952.00
covance,Covance,Average Speed to Answer,8/1/2016,823,868,845.50
covance,Covance,Average Talk Time,1/1/2015,139,802,470.50
covance,Covance,Average Talk Time,2/1/2015,694,826,760.00
covance,Covance,Average Talk Time,3/1/2015,725,955,840.00
covance,Covance,Average Talk Time,4/1/2015,603,956,779.50
covance,Covance,Average Talk Time,5/1/2015,747,822,784.50
covance,Covance,Average Talk Time,6/1/2015,424,910,667.00
covance,Covance,Average Talk Time,7/1/2015,123,860,491.50
covance,Covance,Average Talk Time,8/1/2015,1,71,36.00
covance,Covance,Average Talk Time,9/1/2015,423,716,569.50
covance,Covance,Average Talk Time,10/1/2015,635,638,636.50
covance,Covance,Average Talk Time,11/1/2015,361,790,575.50
covance,Covance,Average Talk Time,12/1/2015,233,786,509.50
covance,Covance,Average Talk Time,1/1/2016,206,450,328.00
covance,Covance,Average Talk Time,2/1/2016,820,873,846.50
covance,Covance,Average Talk Time,3/1/2016,561,786,673.50
covance,Covance,Average Talk Time,4/1/2016,452,618,535.00
covance,Covance,Average Talk Time,5/1/2016,291,411,351.00
covance,Covance,Average Talk Time,6/1/2016,953,957,955.00
covance,Covance,Average Talk Time,7/1/2016,512,743,627.50
covance,Covance,Average Talk Time,8/1/2016,765,835,800.00
covance,Covance,Average Wrap Time,1/1/2015,139,843,491.00
covance,Covance,Average Wrap Time,2/1/2015,600,798,699.00
covance,Covance,Average Wrap Time,3/1/2015,198,755,476.50
covance,Covance,Average Wrap Time,4/1/2015,527,596,561.50
covance,Covance,Average Wrap Time,5/1/2015,138,408,273.00
covance,Covance,Average Wrap Time,6/1/2015,378,904,641.00
covance,Covance,Average Wrap Time,7/1/2015,580,951,765.50
covance,Covance,Average Wrap Time,8/1/2015,380,588,484.00
covance,Covance,Average Wrap Time,9/1/2015,833,942,887.50
covance,Covance,Average Wrap Time,10/1/2015,44,779,411.50
covance,Covance,Average Wrap Time,11/1/2015,879,991,935.00
covance,Covance,Average Wrap Time,12/1/2015,536,836,686.00
covance,Covance,Average Wrap Time,1/1/2016,277,622,449.50
covance,Covance,Average Wrap Time,2/1/2016,164,802,483.00
covance,Covance,Average Wrap Time,3/1/2016,52,564,308.00
covance,Covance,Average Wrap Time,4/1/2016,289,576,432.50
covance,Covance,Average Wrap Time,5/1/2016,454,957,705.50
covance,Covance,Average Wrap Time,6/1/2016,815,952,883.50
covance,Covance,Average Wrap Time,7/1/2016,206,403,304.50
covance,Covance,Average Wrap Time,8/1/2016,604,781,692.50
covance,Covance,Chat Service Level,1/1/2015,158,847,0.19
covance,Covance,Chat Service Level,2/1/2015,146,396,0.37
covance,Covance,Chat Service Level,3/1/2015,385,804,0.48
covance,Covance,Chat Service Level,4/1/2015,622,990,0.63
covance,Covance,Chat Service Level,5/1/2015,884,919,0.96
covance,Covance,Chat Service Level,6/1/2015,137,512,0.27
covance,Covance,Chat Service Level,7/1/2015,347,401,0.87
covance,Covance,Chat Service Level,8/1/2015,903,918,0.98
covance,Covance,Chat Service Level,9/1/2015,440,930,0.47
covance,Covance,Chat Service Level,10/1/2015,929,970,0.96
covance,Covance,Chat Service Level,11/1/2015,412,873,0.47
covance,Covance,Chat Service Level,12/1/2015,604,690,0.88
covance,Covance,Chat Service Level,1/1/2016,325,880,0.37
covance,Covance,Chat Service Level,2/1/2016,535,910,0.59
covance,Covance,Chat Service Level,3/1/2016,575,845,0.68
covance,Covance,Chat Service Level,4/1/2016,990,992,1.00
covance,Covance,Chat Service Level,5/1/2016,402,449,0.90
covance,Covance,Chat Service Level,6/1/2016,113,685,0.17
covance,Covance,Chat Service Level,7/1/2016,832,978,0.85
covance,Covance,Chat Service Level,8/1/2016,542,579,0.94
covance,Covance,First Call Closure,1/1/2015,793,927,0.86
covance,Covance,First Call Closure,2/1/2015,106,390,0.27
covance,Covance,First Call Closure,3/1/2015,44,598,0.07
covance,Covance,First Call Closure,4/1/2015,301,335,0.90
covance,Covance,First Call Closure,5/1/2015,704,723,0.97
covance,Covance,First Call Closure,6/1/2015,941,964,0.98
covance,Covance,First Call Closure,7/1/2015,271,373,0.73
covance,Covance,First Call Closure,8/1/2015,831,898,0.93
covance,Covance,First Call Closure,9/1/2015,480,569,0.84
covance,Covance,First Call Closure,10/1/2015,448,503,0.89
covance,Covance,First Call Closure,11/1/2015,755,853,0.89
covance,Covance,First Call Closure,12/1/2015,566,719,0.79
covance,Covance,First Call Closure,1/1/2016,515,865,0.60
covance,Covance,First Call Closure,2/1/2016,727,831,0.87
covance,Covance,First Call Closure,3/1/2016,63,199,0.32
covance,Covance,First Call Closure,4/1/2016,828,920,0.90
covance,Covance,First Call Closure,5/1/2016,249,505,0.49
covance,Covance,First Call Closure,6/1/2016,906,940,0.96
covance,Covance,First Call Closure,7/1/2016,273,834,0.33
covance,Covance,First Call Closure,8/1/2016,647,903,0.72
covance,Covance,First Tier Closure,1/1/2015,873,895,0.98
covance,Covance,First Tier Closure,2/1/2015,440,686,0.64
covance,Covance,First Tier Closure,3/1/2015,229,399,0.57
covance,Covance,First Tier Closure,4/1/2015,15,61,0.25
covance,Covance,First Tier Closure,5/1/2015,631,656,0.96
covance,Covance,First Tier Closure,6/1/2015,821,926,0.89
covance,Covance,First Tier Closure,7/1/2015,558,622,0.90
covance,Covance,First Tier Closure,8/1/2015,792,902,0.88
covance,Covance,First Tier Closure,9/1/2015,89,535,0.17
covance,Covance,First Tier Closure,10/1/2015,57,993,0.06
covance,Covance,First Tier Closure,11/1/2015,318,467,0.68
covance,Covance,First Tier Closure,12/1/2015,945,988,0.96
covance,Covance,First Tier Closure,1/1/2016,807,990,0.82
covance,Covance,First Tier Closure,2/1/2016,633,762,0.83
covance,Covance,First Tier Closure,3/1/2016,258,751,0.34
covance,Covance,First Tier Closure,4/1/2016,434,729,0.60
covance,Covance,First Tier Closure,5/1/2016,640,913,0.70
covance,Covance,First Tier Closure,6/1/2016,955,993,0.96
covance,Covance,First Tier Closure,7/1/2016,962,976,0.99
covance,Covance,First Tier Closure,8/1/2016,4,131,0.03
covance,Covance,Inbound Call Volume,1/1/2015,203,825,0.25
covance,Covance,Inbound Call Volume,2/1/2015,22,459,0.05
covance,Covance,Inbound Call Volume,3/1/2015,615,701,0.88
covance,Covance,Inbound Call Volume,4/1/2015,914,971,0.94
covance,Covance,Inbound Call Volume,5/1/2015,240,885,0.27
covance,Covance,Inbound Call Volume,6/1/2015,584,831,0.70
covance,Covance,Inbound Call Volume,7/1/2015,315,700,0.45
covance,Covance,Inbound Call Volume,8/1/2015,624,820,0.76
covance,Covance,Inbound Call Volume,9/1/2015,801,822,0.97
covance,Covance,Inbound Call Volume,10/1/2015,467,528,0.88
covance,Covance,Inbound Call Volume,11/1/2015,591,930,0.64
covance,Covance,Inbound Call Volume,12/1/2015,336,498,0.67
covance,Covance,Inbound Call Volume,1/1/2016,645,983,0.66
covance,Covance,Inbound Call Volume,2/1/2016,102,446,0.23
covance,Covance,Inbound Call Volume,3/1/2016,691,951,0.73
covance,Covance,Inbound Call Volume,4/1/2016,699,737,0.95
covance,Covance,Inbound Call Volume,5/1/2016,558,668,0.84
covance,Covance,Inbound Call Volume,6/1/2016,804,901,0.89
covance,Covance,Inbound Call Volume,7/1/2016,962,992,0.97
covance,Covance,Inbound Call Volume,8/1/2016,186,728,0.26
covance,Covance,Phone Service Level,1/1/2015,219,761,0.29
covance,Covance,Phone Service Level,2/1/2015,740,825,0.90
covance,Covance,Phone Service Level,3/1/2015,636,780,0.82
covance,Covance,Phone Service Level,4/1/2015,782,864,0.91
covance,Covance,Phone Service Level,5/1/2015,591,827,0.71
covance,Covance,Phone Service Level,6/1/2015,910,990,0.92
covance,Covance,Phone Service Level,7/1/2015,900,997,0.90
covance,Covance,Phone Service Level,8/1/2015,990,1000,0.99
covance,Covance,Phone Service Level,9/1/2015,758,831,0.91
covance,Covance,Phone Service Level,10/1/2015,638,677,0.94
covance,Covance,Phone Service Level,11/1/2015,711,774,0.92
covance,Covance,Phone Service Level,12/1/2015,342,947,0.36
covance,Covance,Phone Service Level,1/1/2016,133,359,0.37
covance,Covance,Phone Service Level,2/1/2016,483,978,0.49
covance,Covance,Phone Service Level,3/1/2016,175,402,0.44
covance,Covance,Phone Service Level,4/1/2016,802,963,0.83
covance,Covance,Phone Service Level,5/1/2016,532,614,0.87
covance,Covance,Phone Service Level,6/1/2016,85,120,0.71
covance,Covance,Phone Service Level,7/1/2016,798,912,0.88
covance,Covance,Phone Service Level,8/1/2016,408,988,0.41
covance,Covance,Web Service Level,1/1/2015,787,931,0.85
covance,Covance,Web Service Level,2/1/2015,866,968,0.89
covance,Covance,Web Service Level,3/1/2015,163,350,0.47
covance,Covance,Web Service Level,4/1/2015,782,889,0.88
covance,Covance,Web Service Level,5/1/2015,173,207,0.84
covance,Covance,Web Service Level,6/1/2015,711,747,0.95
covance,Covance,Web Service Level,7/1/2015,944,963,0.98
covance,Covance,Web Service Level,8/1/2015,957,988,0.97
covance,Covance,Web Service Level,9/1/2015,127,538,0.24
covance,Covance,Web Service Level,10/1/2015,551,615,0.90
covance,Covance,Web Service Level,11/1/2015,506,635,0.80
covance,Covance,Web Service Level,12/1/2015,701,711,0.99
covance,Covance,Web Service Level,1/1/2016,660,802,0.82
covance,Covance,Web Service Level,2/1/2016,902,975,0.93
covance,Covance,Web Service Level,3/1/2016,809,927,0.87
covance,Covance,Web Service Level,4/1/2016,456,944,0.48
covance,Covance,Web Service Level,5/1/2016,398,843,0.47
covance,Covance,Web Service Level,6/1/2016,797,978,0.81
covance,Covance,Web Service Level,7/1/2016,629,656,0.96
covance,Covance,Web Service Level,8/1/2016,719,978,0.74
embraer,Embraer,Abandon Rate,1/1/2015,844,949,0.89
embraer,Embraer,Abandon Rate,2/1/2015,993,994,1.00
embraer,Embraer,Abandon Rate,3/1/2015,268,892,0.30
embraer,Embraer,Abandon Rate,4/1/2015,448,658,0.68
embraer,Embraer,Abandon Rate,5/1/2015,585,954,0.61
embraer,Embraer,Abandon Rate,6/1/2015,387,747,0.52
embraer,Embraer,Abandon Rate,7/1/2015,985,990,0.99
embraer,Embraer,Abandon Rate,8/1/2015,872,940,0.93
embraer,Embraer,Abandon Rate,9/1/2015,91,302,0.30
embraer,Embraer,Abandon Rate,10/1/2015,179,255,0.70
embraer,Embraer,Abandon Rate,11/1/2015,602,728,0.83
embraer,Embraer,Abandon Rate,12/1/2015,96,443,0.22
embraer,Embraer,Abandon Rate,1/1/2016,963,987,0.98
embraer,Embraer,Abandon Rate,2/1/2016,293,604,0.49
embraer,Embraer,Abandon Rate,3/1/2016,365,789,0.46
embraer,Embraer,Abandon Rate,4/1/2016,274,903,0.30
embraer,Embraer,Abandon Rate,5/1/2016,681,683,1.00
embraer,Embraer,Abandon Rate,6/1/2016,57,285,0.20
embraer,Embraer,Abandon Rate,7/1/2016,361,364,0.99
embraer,Embraer,Abandon Rate,8/1/2016,825,868,0.95
embraer,Embraer,Average Handle Time,1/1/2015,969,987,978.00
embraer,Embraer,Average Handle Time,2/1/2015,208,928,568.00
embraer,Embraer,Average Handle Time,3/1/2015,323,398,360.50
embraer,Embraer,Average Handle Time,4/1/2015,10,210,110.00
embraer,Embraer,Average Handle Time,5/1/2015,106,743,424.50
embraer,Embraer,Average Handle Time,6/1/2015,959,976,967.50
embraer,Embraer,Average Handle Time,7/1/2015,689,893,791.00
embraer,Embraer,Average Handle Time,8/1/2015,153,740,446.50
embraer,Embraer,Average Handle Time,9/1/2015,912,935,923.50
embraer,Embraer,Average Handle Time,10/1/2015,804,970,887.00
embraer,Embraer,Average Handle Time,11/1/2015,571,750,660.50
embraer,Embraer,Average Handle Time,12/1/2015,595,907,751.00
embraer,Embraer,Average Handle Time,1/1/2016,320,356,338.00
embraer,Embraer,Average Handle Time,2/1/2016,493,884,688.50
embraer,Embraer,Average Handle Time,3/1/2016,967,992,979.50
embraer,Embraer,Average Handle Time,4/1/2016,674,871,772.50
embraer,Embraer,Average Handle Time,5/1/2016,241,487,364.00
embraer,Embraer,Average Handle Time,6/1/2016,464,937,700.50
embraer,Embraer,Average Handle Time,7/1/2016,393,717,555.00
embraer,Embraer,Average Handle Time,8/1/2016,921,930,925.50
embraer,Embraer,Average Hold Time,1/1/2015,479,537,508.00
embraer,Embraer,Average Hold Time,2/1/2015,350,858,604.00
embraer,Embraer,Average Hold Time,3/1/2015,92,970,531.00
embraer,Embraer,Average Hold Time,4/1/2015,324,371,347.50
embraer,Embraer,Average Hold Time,5/1/2015,607,628,617.50
embraer,Embraer,Average Hold Time,6/1/2015,638,925,781.50
embraer,Embraer,Average Hold Time,7/1/2015,167,446,306.50
embraer,Embraer,Average Hold Time,8/1/2015,155,767,461.00
embraer,Embraer,Average Hold Time,9/1/2015,553,863,708.00
embraer,Embraer,Average Hold Time,10/1/2015,900,980,940.00
embraer,Embraer,Average Hold Time,11/1/2015,136,596,366.00
embraer,Embraer,Average Hold Time,12/1/2015,355,621,488.00
embraer,Embraer,Average Hold Time,1/1/2016,998,999,998.50
embraer,Embraer,Average Hold Time,2/1/2016,428,731,579.50
embraer,Embraer,Average Hold Time,3/1/2016,559,978,768.50
embraer,Embraer,Average Hold Time,4/1/2016,22,571,296.50
embraer,Embraer,Average Hold Time,5/1/2016,785,971,878.00
embraer,Embraer,Average Hold Time,6/1/2016,518,788,653.00
embraer,Embraer,Average Hold Time,7/1/2016,841,925,883.00
embraer,Embraer,Average Hold Time,8/1/2016,342,457,399.50
embraer,Embraer,Average Speed to Answer,1/1/2015,81,377,229.00
embraer,Embraer,Average Speed to Answer,2/1/2015,795,803,799.00
embraer,Embraer,Average Speed to Answer,3/1/2015,760,802,781.00
embraer,Embraer,Average Speed to Answer,4/1/2015,438,579,508.50
embraer,Embraer,Average Speed to Answer,5/1/2015,322,818,570.00
embraer,Embraer,Average Speed to Answer,6/1/2015,864,920,892.00
embraer,Embraer,Average Speed to Answer,7/1/2015,295,631,463.00
embraer,Embraer,Average Speed to Answer,8/1/2015,186,585,385.50
embraer,Embraer,Average Speed to Answer,9/1/2015,46,509,277.50
embraer,Embraer,Average Speed to Answer,10/1/2015,402,954,678.00
embraer,Embraer,Average Speed to Answer,11/1/2015,959,993,976.00
embraer,Embraer,Average Speed to Answer,12/1/2015,94,922,508.00
embraer,Embraer,Average Speed to Answer,1/1/2016,48,372,210.00
embraer,Embraer,Average Speed to Answer,2/1/2016,218,690,454.00
embraer,Embraer,Average Speed to Answer,3/1/2016,665,708,686.50
embraer,Embraer,Average Speed to Answer,4/1/2016,874,995,934.50
embraer,Embraer,Average Speed to Answer,5/1/2016,42,102,72.00
embraer,Embraer,Average Speed to Answer,6/1/2016,964,987,975.50
embraer,Embraer,Average Speed to Answer,7/1/2016,271,278,274.50
embraer,Embraer,Average Speed to Answer,8/1/2016,656,975,815.50
embraer,Embraer,Average Talk Time,1/1/2015,531,615,573.00
embraer,Embraer,Average Talk Time,2/1/2015,577,801,689.00
embraer,Embraer,Average Talk Time,3/1/2015,870,1000,935.00
embraer,Embraer,Average Talk Time,4/1/2015,819,871,845.00
embraer,Embraer,Average Talk Time,5/1/2015,755,944,849.50
embraer,Embraer,Average Talk Time,6/1/2015,852,884,868.00
embraer,Embraer,Average Talk Time,7/1/2015,853,899,876.00
embraer,Embraer,Average Talk Time,8/1/2015,520,922,721.00
embraer,Embraer,Average Talk Time,9/1/2015,2,401,201.50
embraer,Embraer,Average Talk Time,10/1/2015,614,988,801.00
embraer,Embraer,Average Talk Time,11/1/2015,217,529,373.00
embraer,Embraer,Average Talk Time,12/1/2015,677,814,745.50
embraer,Embraer,Average Talk Time,1/1/2016,776,984,880.00
embraer,Embraer,Average Talk Time,2/1/2016,802,867,834.50
embraer,Embraer,Average Talk Time,3/1/2016,86,785,435.50
embraer,Embraer,Average Talk Time,4/1/2016,866,933,899.50
embraer,Embraer,Average Talk Time,5/1/2016,275,694,484.50
embraer,Embraer,Average Talk Time,6/1/2016,267,780,523.50
embraer,Embraer,Average Talk Time,7/1/2016,567,838,702.50
embraer,Embraer,Average Talk Time,8/1/2016,737,783,760.00
embraer,Embraer,Average Wrap Time,1/1/2015,419,684,551.50
embraer,Embraer,Average Wrap Time,2/1/2015,984,984,984.00
embraer,Embraer,Average Wrap Time,3/1/2015,30,728,379.00
embraer,Embraer,Average Wrap Time,4/1/2015,533,620,576.50
embraer,Embraer,Average Wrap Time,5/1/2015,679,898,788.50
embraer,Embraer,Average Wrap Time,6/1/2015,458,902,680.00
embraer,Embraer,Average Wrap Time,7/1/2015,996,998,997.00
embraer,Embraer,Average Wrap Time,8/1/2015,876,891,883.50
embraer,Embraer,Average Wrap Time,9/1/2015,924,956,940.00
embraer,Embraer,Average Wrap Time,10/1/2015,568,988,778.00
embraer,Embraer,Average Wrap Time,11/1/2015,651,730,690.50
embraer,Embraer,Average Wrap Time,12/1/2015,341,559,450.00
embraer,Embraer,Average Wrap Time,1/1/2016,591,903,747.00
embraer,Embraer,Average Wrap Time,2/1/2016,430,902,666.00
embraer,Embraer,Average Wrap Time,3/1/2016,805,875,840.00
embraer,Embraer,Average Wrap Time,4/1/2016,470,928,699.00
embraer,Embraer,Average Wrap Time,5/1/2016,465,853,659.00
embraer,Embraer,Average Wrap Time,6/1/2016,509,985,747.00
embraer,Embraer,Average Wrap Time,7/1/2016,463,618,540.50
embraer,Embraer,Average Wrap Time,8/1/2016,922,986,954.00
embraer,Embraer,Chat Service Level,1/1/2015,745,776,0.96
embraer,Embraer,Chat Service Level,2/1/2015,619,794,0.78
embraer,Embraer,Chat Service Level,3/1/2015,310,505,0.61
embraer,Embraer,Chat Service Level,4/1/2015,583,897,0.65
embraer,Embraer,Chat Service Level,5/1/2015,912,945,0.97
embraer,Embraer,Chat Service Level,6/1/2015,656,805,0.81
embraer,Embraer,Chat Service Level,7/1/2015,408,782,0.52
embraer,Embraer,Chat Service Level,8/1/2015,118,508,0.23
embraer,Embraer,Chat Service Level,9/1/2015,791,856,0.92
embraer,Embraer,Chat Service Level,10/1/2015,352,896,0.39
embraer,Embraer,Chat Service Level,11/1/2015,251,443,0.57
embraer,Embraer,Chat Service Level,12/1/2015,943,992,0.95
embraer,Embraer,Chat Service Level,1/1/2016,630,663,0.95
embraer,Embraer,Chat Service Level,2/1/2016,305,323,0.94
embraer,Embraer,Chat Service Level,3/1/2016,628,877,0.72
embraer,Embraer,Chat Service Level,4/1/2016,999,1000,1.00
embraer,Embraer,Chat Service Level,5/1/2016,222,610,0.36
embraer,Embraer,Chat Service Level,6/1/2016,817,848,0.96
embraer,Embraer,Chat Service Level,7/1/2016,468,504,0.93
embraer,Embraer,Chat Service Level,8/1/2016,597,623,0.96
embraer,Embraer,First Call Closure,1/1/2015,709,845,0.84
embraer,Embraer,First Call Closure,2/1/2015,645,686,0.94
embraer,Embraer,First Call Closure,3/1/2015,849,880,0.96
embraer,Embraer,First Call Closure,4/1/2015,781,862,0.91
embraer,Embraer,First Call Closure,5/1/2015,706,807,0.87
embraer,Embraer,First Call Closure,6/1/2015,32,260,0.12
embraer,Embraer,First Call Closure,7/1/2015,265,348,0.76
embraer,Embraer,First Call Closure,8/1/2015,126,802,0.16
embraer,Embraer,First Call Closure,9/1/2015,210,431,0.49
embraer,Embraer,First Call Closure,10/1/2015,694,801,0.87
embraer,Embraer,First Call Closure,11/1/2015,305,556,0.55
embraer,Embraer,First Call Closure,12/1/2015,464,671,0.69
embraer,Embraer,First Call Closure,1/1/2016,146,416,0.35
embraer,Embraer,First Call Closure,2/1/2016,829,980,0.85
embraer,Embraer,First Call Closure,3/1/2016,532,882,0.60
embraer,Embraer,First Call Closure,4/1/2016,211,658,0.32
embraer,Embraer,First Call Closure,5/1/2016,297,931,0.32
embraer,Embraer,First Call Closure,6/1/2016,682,713,0.96
embraer,Embraer,First Call Closure,7/1/2016,65,496,0.13
embraer,Embraer,First Call Closure,8/1/2016,367,755,0.49
embraer,Embraer,First Tier Closure,1/1/2015,728,751,0.97
embraer,Embraer,First Tier Closure,2/1/2015,962,984,0.98
embraer,Embraer,First Tier Closure,3/1/2015,690,690,1.00
embraer,Embraer,First Tier Closure,4/1/2015,380,434,0.88
embraer,Embraer,First Tier Closure,5/1/2015,652,730,0.89
embraer,Embraer,First Tier Closure,6/1/2015,993,993,1.00
embraer,Embraer,First Tier Closure,7/1/2015,736,769,0.96
embraer,Embraer,First Tier Closure,8/1/2015,67,736,0.09
embraer,Embraer,First Tier Closure,9/1/2015,469,723,0.65
embraer,Embraer,First Tier Closure,10/1/2015,614,960,0.64
embraer,Embraer,First Tier Closure,11/1/2015,566,981,0.58
embraer,Embraer,First Tier Closure,12/1/2015,929,983,0.95
embraer,Embraer,First Tier Closure,1/1/2016,434,525,0.83
embraer,Embraer,First Tier Closure,2/1/2016,754,838,0.90
embraer,Embraer,First Tier Closure,3/1/2016,308,499,0.62
embraer,Embraer,First Tier Closure,4/1/2016,617,812,0.76
embraer,Embraer,First Tier Closure,5/1/2016,39,303,0.13
embraer,Embraer,First Tier Closure,6/1/2016,510,872,0.58
embraer,Embraer,First Tier Closure,7/1/2016,525,820,0.64
embraer,Embraer,First Tier Closure,8/1/2016,524,799,0.66
embraer,Embraer,Inbound Call Volume,1/1/2015,688,988,0.70
embraer,Embraer,Inbound Call Volume,2/1/2015,50,904,0.06
embraer,Embraer,Inbound Call Volume,3/1/2015,534,658,0.81
embraer,Embraer,Inbound Call Volume,4/1/2015,442,595,0.74
embraer,Embraer,Inbound Call Volume,5/1/2015,220,339,0.65
embraer,Embraer,Inbound Call Volume,6/1/2015,892,973,0.92
embraer,Embraer,Inbound Call Volume,7/1/2015,509,983,0.52
embraer,Embraer,Inbound Call Volume,8/1/2015,31,135,0.23
embraer,Embraer,Inbound Call Volume,9/1/2015,253,698,0.36
